benchmark,architecture,memory_mb,timeout_sec,idle_gap_sec,invocations,failed_invocations,success_rate,cold_probability,successful_invocations,mean_client_latency_ms,p50_latency_ms,p95_latency_ms,profile_source,warm_mean_client_latency_ms,warm_p95_latency_ms,estimated_cold_overhead_ms,estimated_p95_cold_overhead_ms
110.dynamic-html,x64,2048,300,-1,1,0,1.0,1.0,1,38836.93,38836.93,38836.93,measured,17.344333333333335,18.7827,38819.585666666666,38818.1473
110.dynamic-html,x64,2048,300,0,1,0,1.0,0.0,1,16.38,16.38,16.38,measured,17.344333333333335,18.7827,-0.9643333333333359,-2.4026999999999994
110.dynamic-html,x64,2048,300,120,1,0,1.0,0.0,1,48.745,48.745,48.745,measured,17.344333333333335,18.7827,31.400666666666663,29.9623
110.dynamic-html,x64,2048,300,300,1,0,1.0,0.0,1,45.867,45.867,45.867,measured,17.344333333333335,18.7827,28.522666666666662,27.0843
110.dynamic-html,x64,2048,300,600,1,0,1.0,0.0,1,69.362,69.362,69.362,measured,17.344333333333335,18.7827,52.017666666666656,50.579299999999996
110.dynamic-html,x64,2048,300,900,1,0,1.0,1.0,1,16310.535,16310.535,16310.535,measured,17.344333333333335,18.7827,16293.190666666667,16291.7523
110.dynamic-html,x64,2048,900,0,1,1,0.0,0.0,0,,,,warmup_only,39.08766666666667,50.6722,,
110.dynamic-html,x64,3008,60,-1,1,1,0.0,0.0,0,,,,measured,24.08566666666667,32.1492,,
110.dynamic-html,x64,3008,60,0,1,0,1.0,1.0,1,38306.114,38306.114,38306.114,warmup_only,24.08566666666667,32.1492,38282.028333333335,38273.9648
110.dynamic-html,x64,3008,120,-1,1,0,1.0,1.0,1,24888.044,24888.044,24888.044,measured,34.05766666666667,47.9025,24853.986333333334,24840.1415
110.dynamic-html,x64,3008,120,0,1,0,1.0,0.0,1,19.937,19.937,19.937,measured,34.05766666666667,47.9025,-14.120666666666668,-27.965500000000002
110.dynamic-html,x64,3008,120,120,1,0,1.0,0.0,1,105.253,105.253,105.253,measured,34.05766666666667,47.9025,71.19533333333334,57.3505
110.dynamic-html,x64,3008,120,300,1,0,1.0,0.0,1,53.927,53.927,53.927,measured,34.05766666666667,47.9025,19.86933333333333,6.024499999999996
110.dynamic-html,x64,3008,120,600,1,0,1.0,0.0,1,130.735,130.735,130.735,measured,34.05766666666667,47.9025,96.67733333333334,82.83250000000001
110.dynamic-html,x64,3008,120,900,1,0,1.0,1.0,1,11862.798,11862.798,11862.798,measured,34.05766666666667,47.9025,11828.740333333333,11814.8955
110.dynamic-html,x64,3008,300,-1,1,0,1.0,1.0,1,33289.611,33289.611,33289.611,measured,18.269666666666662,20.6187,33271.34133333333,33268.9923
