benchmark,architecture,memory_mb,timeout_sec,concurrency,invocations,failed_invocations,success_rate,rounds,cold_rate,successful_invocations,mean_client_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,profile_source,warm_only_successful_invocations,warm_only_mean_client_latency_ms,warm_only_p50_latency_ms,warm_only_p95_latency_ms,warm_only_p99_latency_ms,warm_mean_client_latency_ms,warm_p50_latency_ms,warm_p95_latency_ms,warm_p99_latency_ms,latency_slowdown_mean,latency_slowdown_p50,latency_slowdown_p95,latency_slowdown_p99
110.dynamic-html,arm64,256,900,2,10,0,1.0,5,0.0,10,29.7254,29.0695,34.78605,35.04921,measured,10,29.7254,29.0695,34.78605,35.04921,27.997,27.983,28.1459,28.16038,1.0617351859127764,1.0388271450523532,1.235918908260173,1.2446284460650034
110.dynamic-html,arm64,256,900,4,20,0,1.0,5,0.0,20,33.83075,33.187,43.35965,45.55833,measured,20,33.83075,33.187,43.35965,45.55833,27.997,27.983,28.1459,28.16038,1.2083705397006823,1.185970053246614,1.5405316582521789,1.6178165919636027
110.dynamic-html,arm64,512,60,1,5,0,1.0,5,0.0,5,29.0234,28.882,29.765,29.8506,measured,5,29.0234,28.882,29.765,29.8506,27.895,27.673,28.3957,28.45994,1.0404516938519448,1.043688794131464,1.0482220899643255,1.0488637713220759
110.dynamic-html,arm64,512,60,2,10,0,1.0,5,0.0,10,29.935899999999997,31.0795,32.817,33.2994,measured,10,29.935899999999997,31.0795,32.817,33.2994,27.895,27.673,28.3957,28.45994,1.0731636493995338,1.1230983268890256,1.1557031522378387,1.1700446311552308
110.dynamic-html,arm64,512,60,4,20,0,1.0,5,0.1,20,88.3197,36.943,496.8987,515.4533399999999,measured,18,41.70133333333334,36.729,94.1198,95.16156,27.895,27.673,28.3957,28.45994,1.4949393559180262,1.327250388465291,3.3145793201083262,3.343702059807575
110.dynamic-html,arm64,512,120,1,5,0,1.0,5,0.0,5,27.8264,27.918,28.4524,28.46968,measured,5,27.8264,27.918,28.4524,28.46968,35.962,36.704,37.0172,37.04504,0.7737723152216227,0.7606255448997384,0.7686264763407281,0.7685152992141459
110.dynamic-html,arm64,512,120,2,10,0,1.0,5,0.0,10,28.3573,29.0175,35.228899999999996,35.43698,measured,10,28.3573,29.0175,35.228899999999996,35.43698,35.962,36.704,37.0172,37.04504,0.7885351204048717,0.7905814080209241,0.9516900251774849,0.9565917596525743
110.dynamic-html,arm64,512,120,4,20,0,1.0,5,0.05,20,54.452549999999995,30.0795,79.93425000000032,418.76124999999945,measured,19,30.82015789473684,29.598,40.43409999999996,54.201220000000006,35.962,36.704,37.0172,37.04504,0.8570201294348712,0.8063971229293809,1.0923057389537825,1.4631167897240767
110.dynamic-html,arm64,512,300,1,5,0,1.0,5,0.0,5,28.5254,28.649,29.0384,29.075680000000002,measured,5,28.5254,28.649,29.0384,29.075680000000002,33.131,33.159,33.522600000000004,33.55492,0.8609881983640699,0.8639886606954372,0.8662335260391496,0.8665101868816854
110.dynamic-html,arm64,512,300,2,10,0,1.0,5,0.0,10,27.9783,29.186999999999998,31.9075,32.055099999999996,measured,10,27.9783,29.186999999999998,31.9075,32.055099999999996,33.131,33.159,33.522600000000004,33.55492,0.8444749630255652,0.8802135166923006,0.9518205628441706,0.9553025308956181
